abstract,name,id,version,title,beginDate,endDate,author,attributeName,attribute
"A largura, a profundidade e a velocidade da correnteza foram medidas em 40 igarapés, nos trechos correspondentes às parcelas ripárias, localizadas nas microbacias Barro Branco, Acará e Bolívia na bacia de drenagem oeste e nas microbacias Água Branca, Tinga, Uberê e Ipiranga na bacia de drenagem leste em 64 Km² da Reserva Ducke. Em cada igarapé foram obtidas seis medidas de cada parâmetro, em pontos correspondentes aos piquetes 0, 50, 100, 150, 200 e 250 metros das parcelas. Em cada ponto, a profundidade foi medida ao longo de uma transecção estabelecida de uma margem a outra, dividido a cada 10 cm. Para obter a velocidade da correnteza foi lançado um objeto flutuante ao meio do curso d’ água e marcado o tempo que ele levou para percorrer um metro de distância. A largura foi obtida esticando uma trena de uma margem a outra. Os métodos utilizados seguiram o Protocolo do Projeto Igarapés para coleta de parâmetros ambientais em igarapés de pequeno porte.",naman,453,3,"Estrutura física dos igarapés nos trechos correspondentes às parcelas ripárias localizadas na Reserva Ducke, Manaus, Amazonas",2012-11-01T04:00:00Z,2012-11-30T04:00:00Z,Pedro Ivo Simões,"data,sitio,bacia,micro_bacia,parcela_riparia,trilha,trecho_parcela_metros,largura_m,velocidade_m/s,profundidade_(m)1,profundidade (m)2,profundidade_(m)3,profundidade (m)4,profundidade_(m)5,profundidade_(m)6,profundidade_(m)7,sitio,bacia,micro_bacia,parcela_riparia,trilha,med_largura,med_profundidade,tamanho,med_velocidade,vazao","data  Data da coleta das medidas de profundidade, largura e velocidade dos igarapés.,sitio  Nome do local onde foram obtidas as medidas.,bacia  Bacia de drenagem onde está localizada a parcela ripária onde foram obtidas as medidas.,micro_bacia  Microbacia de drenagem onde está localizada a parcela ripária onde foram obtidas as medidas.,parcela_riparia  Identificação da parcela, unidade amostral em ambiente ripário, onde foram realizadas as medidas no presente estudo.,trilha  Localização na trilha principal da grade da Reserva Ducke onde o igarapé da parcela ripária onde foram obtidas as medidas cruza a trilha principal.,trecho_parcela_metros  Localização do piquete na parcela que corresponde ao trecho do igarapé medido. meter,largura_m  Valores das larguras em metros nos trechos dos igarapés onde foram obtidas as medidas. meter,velocidade_m/s  Valores das velocidades em metros por segundo nos trechos dos igarapés onde foram obtidas as medidas. metersPerSecond,profundidade_(m)1  Primeira medida de profundidade na transecção estabelecida nos pontos onde foram obtidas as medidas. meter,profundidade (m)2  Segunda medida de profundidade na transecção estabelecida nos pontos onde foram obtidas as medidas. meter,profundidade_(m)3  Terceira medida de profundidade na transecção estabelecida nos pontos onde foram obtidas as medidas. meter,profundidade (m)4  Quarta medida de profundidade na transecção estabelecida nos pontos onde foram obtidas as medidas. meter,profundidade_(m)5  Quinta medida de profundidade na transecção estabelecida nos pontos onde foram obtidas as medidas. meter,profundidade_(m)6  Sexta medida de profundidade na transecção estabelecida nos pontos onde foram obtidas as medidas. meter,profundidade_(m)7  Sétima medida de profundidade na transecção estabelecida nos pontos onde foram obtidas as medidas. meter,sitio  Nome do local onde foram obtidas as medidas.,bacia  Bacia de drenagem onde está localizada a parcela ripária onde foram obtidas as medidas.,micro_bacia  Microbacia de drenagem onde está localizada a parcela ripária onde foram obtidas as medidas.,parcela_riparia  Identificação da parcela, unidade amostral em ambiente ripário, onde foram realizadas as medidas no presente estudo.,trilha  Localização na trilha principal da grade da Reserva Ducke onde o igarapé da parcela ripária onde foram obtidas as medidas cruza a trilha principal.,med_largura  Médias dos valores das larguras em metros em cada trecho medido nos igarapés das parcelas. meter,med_profundidade  Média das profundidades em metros medidas nos igarapés em cada parcela. meter,tamanho  Multiplicação da largura média com a profundidade média. squareMeter,med_velocidade  Média da velocidade da correnteza dos igarapés em cada parcela. metersPerSecond,vazao  Vazão média em metros cúbicos por dos igarapés em cada parcela (m3/s). cubicMetersPerSecond"
"Foi medido o pH e o oxigênio dissolvido (mg/L) em todas as poças não conectadas e conectadas aos igarapés presentes em 40 parcelas ripárias nas microbacias Barro Branco, Acará e Bolívia na bacia de drenagem oeste e nas microbacias Água Branca, Tinga, Uberê e Ipiranga na bacia de drenagem leste em 64Km² da Reserva Ducke. As medidas foram obtidas no período de chuva, mas nunca quando estava chovendo.",naman,456,3,"Valores de pH e de oxigênio dissolvido das poças não conectadas e conectadas à igarapés nos trechos correspondentes às parcelas ripárias localizadas na Reserva Ducke, Manaus, Amazonas",2013-02-25T04:00:00Z,2013-03-10T04:00:00Z,Rafael Filgueira Jorge,"data,sitio,bacia,micro_bacia,parcela_riparia,trilha,situacao_poca,pH,oxigenio_dissolvido","data  Data da coleta das medidas de pH e oxigênio dissolvido.,sitio  Nome do local onde foram obtidas as medidas.,bacia  Bacia de drenagem onde está localizada a parcela ripária onde foram obtidas as medidas.,micro_bacia  Microbacia de drenagem onde está localizada a parcela ripária onde foram obtidas as medidas.,parcela_riparia  Identificação da parcela, unidade amostral em ambiente ripário, onde foram realizadas as medidas no presente estudo,trilha  Localização na trilha principal da grade da Reserva Ducke onde o igarapé da parcela ripária onde foram obtidas as medidas cruza a trilha principal.,situacao_poca  Situação das poças em relação a conexão com os igarapés dos trechos correspondentes às parcelas ripárias.,pH  Valores do potencial hidrogeniônico das poças. number,oxigenio_dissolvido  Valores do oxigênio dissolvido em miligramas por litro (mg/L) das poças. number"
"Foi medido o pH e o oxigênio dissolvido (mg/l) em 40 igarapés de 1ª, 2ª e 3ª ordem localizados em 40 parcelas ripárias nas microbacias Barro Branco, Acará e Bolívia na bacia de drenagem oeste e nas microbacias Água Branca, Tinga, Uberê e Ipiranga na bacia de drenagem leste em 64Km² da Reserva Ducke. As medidas foram obtidas no período de chuva, mas nunca quando estava chovendo.",naman,458,2,"Valores do pH e de oxigênio dissolvido dos igarapés das parcelas ripárias localizadas na Reserva Ducke, Manaus, Amazonas",2013-02-25T04:00:00Z,2013-03-10T04:00:00Z,Rafael Filgueira Jorge,"data,sitio,bacia,micro_bacia,parcela_riparia,trilha,pH,oxigenio_dissolvido","data  Data da coleta das medidas de pH e oxigênio dissolvido.,sitio  Nome do local onde foram obtidas as medidas.,bacia  Bacia de drenagem onde está localizada a parcela ripária onde foram obtidas as medidas.,micro_bacia  Microbacia de drenagem onde está localizada a parcela ripária onde foram obtidas as medidas.,parcela_riparia  Identificação da parcela, unidade amostral em ambiente ripário, onde foram realizadas as medidas no presente estudo,trilha  Localização na trilha principal da grade da Reserva Ducke, onde o igarapé da parcela ripária, local onde foram obtidas as medidas, cruza a trilha principal.,pH  Valores do potencial hidrogeniônico dos igarapés. number,oxigenio_dissolvido  Valores do oxigênio dissolvido em miligramas por litro (Mg/l) dos igarapés. number"
"Dados de 26 espécies de aves, coletados no interflúvio Purus-Madeira, são aqui disponibilizados. Tais dados foram coletados como parte do mestrado de J. Menger.",naman,46,5,"Distribuição de aves no interflúvio Purus-Madeira, BR 319, M04.",2010-06-19T04:00:00Z,2010-06-22T04:00:00Z,Juliana da Silva Menger,"sitio,grade_modulo,trilha,plot_id,data,hora,especie","sitio  Identificador da localidade na qual os dados foram coletados,grade_modulo  Identificador do módulo na qual os dados foram coletados,trilha  Identificador da trilha na qual os dados foram coletados,plot_id  Identificador da parcela na qual os dados foram coletados,data  Data da amostragem,hora  Hora inicial da amostragem,especie  Nome científico da espécie"
"Foram contabilizadas as poças não conectadas e conectadas ao igarapé em 40 parcelas ripárias localizadas nas microbacias Barro Branco, Acará e Bolívia na bacia de drenagem oeste e nas microbacias Água Branca, Tinga, Uberê e Ipiranga na bacia de drenagem leste em 64Km² da Reserva Ducke. As poças foram contabilizadas no período chuvoso, em março, devido os objetivos do estudo. Locais inundados pelo enchimento dos igarapés não foram considerados como poças.",naman,461,2,"Numero de poças não conectadas e conectadas ao igarapé em parcelas ripárias localizadas na Reserva Ducke, Manaus, Amazonas",2013-01-11T04:00:00Z,2013-01-21T04:00:00Z,Rafael Filgueira Jorge,"data,sitio,bacia,micro_bacia,parcela_riparia,trilha,segmento,n_pocas_conec,n_pocas_nao_conec","data  Data da contagem das poças conectadas e não conectadas ao longo das parcelas ripárias da Reserva Ducke.,sitio  Nome do local onde foram obtidas as medidas.,bacia  Bacia de drenagem onde está localizada a parcela ripária onde foi realizada cada contagem.,micro_bacia  Microbacia de drenagem onde está localizada a parcela ripária onde foi realizada cada contagem.,parcela_riparia  Identificação da parcela onde foi realizada cada contagem.,trilha  Localização na trilha principal da grade da Reserva Ducke onde o igarapé da parcela ripária, onde foram obtidas as medidas, cruza a trilha principal.,segmento  Segmento da parcela (10 em 10 metros) onde foram contabilizadas as poças.,n_pocas_conec  Quantidade de poças conectadas ao igarapé contadas em cada segmento da parcela. dimensionless,n_pocas_nao_conec  Quantidade de poças não conectadas ao igarapé contadas em cada segmento da parcela. dimensionless"
"A obstrução vegetal do sub-bosque foi estimada em 40 parcelas ripárias, localizadas nas microbacias Barro Branco, Acará e Bolívia na bacia de drenagem oeste e nas microbacias Água Branca, Tinga, Uberê e Ipiranga na bacia de drenagem leste em 64km² da Reserva Ducke. As estimativas de obstrução vegetal seguiram os métodos de parcelas pontuais, segundo Mantovani & Martins (1990) e Bullock (1986).",naman,464,2,"Obstrução vegetal do sub-bosque em parcelas ripárias localizadas na Reserva Ducke, Manaus, Amazonas",2012-11-06T04:00:00Z,2012-11-21T04:00:00Z,Rafael Filgueira Jorge,"data,sitio,bacia,micro_bacia,parcela_riparia,trilha,ponto_toque,estrato_0_50,estrato_51_100,estrato_101_150,extrato_0_50,extrato_51_100,extrato_101_150","data  Data da coleta das medidas de obstrução vegetal do sub-bosque nas parcelas ripárias da reserva Ducke.,sitio  Nome do local onde foram obtidas as medidas.,bacia  Bacia de drenagem onde está localizada a parcela ripária onde foram obtidas as medidas.,micro_bacia  Microbacia de drenagem onde está localizada a parcela ripária onde foram obtidas as medidas.,parcela_riparia  Identificação da parcela onde foram realizadas as medidas no presente estudo,trilha  Localização na trilha principal da grade da Reserva Ducke onde o igarapé da parcela ripária onde foram obtidas as medidas cruza a trilha principal.,ponto_toque  Localização ao longo da parcela de 250m onde a vara foi posicionada verticalmente para obtenção das alturas em que a vegetação tocava a vara. Iniciou-se no piquete 0m e a cada dois metros a vara era posicionada novamente. meter,estrato_0_50  Foi registrado em cada ponto (2 em 2m ao longo da parcela) se a vegetação tocou (1) ou não tocou (0) a vara no o extrato de 0 a 50cm de altura marcado na vara de alumínio.,estrato_51_100  Foi registrado em cada ponto (2 em 2m ao longo da parcela) se a vegetação tocou (1) ou não tocou (0) a vara no o extrato de 51 a 100cm de altura marcado na vara de alumínio.,estrato_101_150  Foi registrado em cada ponto (2 em 2m ao longo da parcela) se a vegetação tocou (1) ou não tocou (0) a vara no o extrato de 101 a 150cm de altura marcado na vara de alumínio.,extrato_0_50  Foi registrado em cada ponto (2 em 2m ao longo da parcela) se a vegetação tocou (1) ou não tocou (0) a vara no o extrato de 0 a 50cm de altura marcado na vara de alumínio,extrato_51_100  Foi registrado em cada ponto (2 em 2m ao longo da parcela) se a vegetação tocou (1) ou não tocou (0) a vara no o extrato de 51 a 100cm de altura marcado na vara de alumínio.,extrato_101_150  Foi registrado em cada ponto (2 em 2m ao longo da parcela) se a vegetação tocou (1) ou não tocou (0) a vara no o extrato de 101 a 150cm de altura marcado na vara de alumínio."
"Foi medida a profundidade da camada de serapilheira em 40 parcelas ripárias localizadas nas zonas ripárias das microbacias Barro Branco, Acará e Bolívia na bacia de drenagem oeste e nas microbacias Água Branca, Tinga, Uberê e Ipiranga na bacia de drenagem leste em 64Km² da Reserva Ducke.",naman,467,2,"Profundidade da camada de serapilheira em parcelas ripárias localizadas na Reserva Ducke, Manaus, Amazonas",2013-01-10T04:00:00Z,2013-01-25T04:00:00Z,Rafael Filgueira Jorge,"data,sitio,bacia,micro_bacia,parcela_riparia,trilha,segmento,prof_cm","data  Data da coleta das medidas de profundidade da serrapilheira nas parcelas ripárias da reserva Ducke.,sitio  Local onde foram obtidas as medidas.,bacia  Bacia de drenagem onde está localizada a parcela ripária onde foram obtidas as medidas.,micro_bacia  Microbacia de drenagem onde está localizada a parcela ripária onde foram obtida as medidas.,parcela_riparia  Identificação da parcela onde foram realizadas as medidas no presente estudo.,trilha  Localização na trilha principal da grade da Reserva Ducke onde o igarapé da parcela ripária onde foram obtidas as medidas cruza a trilha principal.,segmento  Segmento da parcela onde foram obtidas as medidas de profundidades da serapilheira (25 segmentos de 10m).,prof_cm  Valores da profundidade da camada de serapilheira em centímetros centimeter"
"Dados de 26 espécies de aves, coletados no interflúvio Purus-Madeira, são aqui disponibilizados. Tais dados foram coletados como parte do mestrado de J. Menger.",naman,47,6,"Distribuição de aves no interflúvio Purus-Madeira, BR 319, M06.",2010-07-16T04:00:00Z,2010-07-19T04:00:00Z,Juliana da Silva Menger,"sitio,grade_modulo,trilha,plot_id,data,hora,especie","sitio  Identificador da localidade na qual os dados foram coletados,grade_modulo  Identificador do módulo na qual os dados foram coletados,trilha  Identificador da trilha na qual os dados foram coletados,plot_id  Identificador da parcela na qual os dados foram coletados,data  Data da amostragem,hora  Hora inicial da amostragem,especie  Nome científico da espécie"
"O pacote de dados refere aos dados de captura e recaptura do jacaré-do-pantanal, Caiman crocodilus yacare, coletados durante os levantamentos noturnos e diurnos e período reprodutivo entre 1987 a 2013 em rios intermitentes e lagos das fazendas Nhumirim (propriedade da Embrapa ) e Campo Dora (propriedade Luís Gomes da Silva e família) na região da Nhecolândia, Pantanal Sul. Os dados foram usados nas análises de crescimento do artigo preparado como “Growth of Caiman crocodilus yacare in the Brazilian Pantanal ” por Zilca Campos, Guilherme Mourão, Marcos Coutinho, William E. Magnusson, publicado na PLOS ONE, volume 9, issue 9, e89362, 2014.",naman,474,3,"Crescimento do  jacaré-do-pantanal, Caiman crocodilus yacare,  em fazendas da Nhecolândia, Pantanal Sul",1987-01-01T03:00:00Z,2013-01-01T04:00:00Z,Zilca Campos,"id,local,fazenda,municipio,estado,marcacao,CRC_cm,sexo,dia,mes,ano,massa_corporal_Kg","id  Número identificador de cada indivíduo.,local  Informação da região do  Pantanal em que o jacaré foi capturado.,fazenda  Nome da Fazenda em que o jacaré foi capturado.,municipio  Nome do Município em que o jacaré foi capturado.,estado  Nome do Estado em que o jacaré foi capturado.,marcacao  Etiqueta numerada de alumínio fixada na pata esquerda fixada com alicate específico , para jovem e adulto.,CRC_cm  Comprimento rostro-cloaca (cm) medido ventralmente da ponta do focinho até a última linha de escama da cloaca. centimeter,sexo  O sexo de jacarés é inspecionado pela cloaca, na posição ventral.  Usando pinças ou toque para identificar a presença de clitóris (Fêmea=4) ou pênis (Macho=1) em indivíduos grandes (CRC >36,4 cm). Animais de CRC igual e abaixo de 36,4 cm é considerado como sexo indeterminado (3).,dia  Informação do dia da captura do jacaré.,mes  Informação do mês da captura do jacaré.,ano  Informação do ano da captura do jacaré.,massa_corporal_Kg  Massa corporal feito com balanças, modelo Pesola, para adultos de 50 Kg e 10 kG e jovens de 600 gramas. kilogram"
"O objetivo deste estudo foi estimar a gravidade específica da madeira do tronco de espécies arbóreas em 10 parcelas não inundáveis e 10 inundáveis no Parque Nacional do Viruá (PARNA Viruá), Caracaraí, Roraima, Brasil",naman,475,3,"Gravidade específica da madeira de amostras do tronco e de galhos de espécies arbóreas do PARNA Viruá, Roraima, Brasil",2012-09-24T04:00:00Z,2013-05-15T04:00:00Z,Danilo Boanerges Souza,NA,NA
Esse estudo teve como objetivo principal investigar qual a distribuição espacial da atividade de uma espécie de morcego insetívoro aéreo Pteronotus parnellii na Reserva Florestal Adolfo Ducke. Nos avaliamos a influencia que os ambientes ripários e não ripários desempenham sobre a distribuição da atividade dos morcegos dessa espécie.,naman,477,3,Atividade do morcego insetívoro Pteronotus parnellii em 12 parcelas de distribuição uniforme e 10 parcelas ripárias na Reserva Ducke,2013-01-16T04:00:00Z,2013-05-04T04:00:00Z,Leonardo Queiroz de Oliveira,"Sitio,Trilha,Parcela,Data_inicio,Data_termino,Passagens","Sitio  Local de coleta dos dados.,Trilha  Trilha onde se localizam as parcelas amostradas.,Parcela  Nome da parcela amostrada, especificada de acordo com o código adotado pelo PPBio.,Data_inicio  Data de início das gravações acústicas dos morcegos.,Data_termino  Data de término das gravações acústicas dos morcegos.,Passagens  Número total de passagens dos morcegos registrada durante cinco dias de amostragem . dimensionless"
O nosso objetivo em quantificar a área obstruída por vegetação foi avaliar como o morcego insetívoro aéreo P. parnellii se desloca na paisagem levando em consideração a quantidade de obstáculos da vegetação (Metadado morcegos: http://ppbio.inpa.gov.br/knb/metacat?action=read&qformat=ppbio&sessionid=0&docid=naman.477.2). A obstrução da vegetação foi medida usando fotografias horizontais da vegetação. Nós usamos um tecido branco de 3x3 m preso a uma armação de alumínio para criar um painel que contrastasse com a vegetação. A obstrução da vegetação foi quantificada pela transformação de todas as fotografias em imagens preto e branco para aumentar o contraste da vegetação com o painel branco. A porção em preto representou a vegetação e a porção branca os espaços abertos.,naman,478,8,Obstrução da vegetação de sub-bosque em 30 parcelas de distribuição uniforme e 15 parcelas ripárias da Reserva Ducke,2013-10-01T04:00:00Z,2013-12-01T04:00:00Z,Leonardo Queiroz de Oliveira,"Sitio,Trilha,Parcela,Data,Segmento,Obstrucao_%","Sitio  Nome do local de coleta.,Trilha  Trilha onde se localizam as parcelas amostradas.,Parcela  Nome da parcela amostrada, especificada de acordo com o código adotado pelo PPBio.,Data  Data de coleta dos dados.,Segmento  Indica a posição dentro do segmento central da parcela onde nos posicionamos o painel pra retirar as fotografias.,Obstrucao_%  Valor em porcentagem do área obstruída por vegetação. dimensionless"
"Dados de 26 espécies de aves, coletados no interflúvio Purus-Madeira, são aqui disponibilizados. Tais dados foram coletados como parte do mestrado de J. Menger.",naman,48,6,"Distribuição de aves no interflúvio Purus-Madeira, BR 319, M07.",2010-07-11T04:00:00Z,2010-07-14T04:00:00Z,Juliana da Silva Menger,"sitio,grade_modulo,trilha,plot_id,data,hora,especie","sitio  Identificador da localidade na qual os dados foram coletados,grade_modulo  Identificador do módulo na qual os dados foram coletados,trilha  Identificador da trilha na qual os dados foram coletados,plot_id  Identificador da parcela na qual os dados foram coletados,data  Data da amostragem,hora  Hora inicial da amostragem,especie  Nome científico da espécie"
O objetivo da coleta de insetos voadores noturnos foi quantificar a disponibilidade de recursos alimentares do morcego insetívoro aéreo (que captura presas em voo) na RFAD. Os insetos voadores noturnos foram coletados por armadilhas luminosas ligadas por 48 h. Os insetos coletados foram identificados até o nível taxonômico de ordem e pesados individualmente em balança de precisão para quantificarmos a massa total dos insetos capturados em cada parcela. (Metadado morcegos: http://ppbio.inpa.gov.br/knb/metacat?action=read&qformat=ppbio&sessionid=0&docid=naman.477.2),naman,483,4,Massa de insetos coletados em 12 parcelas de distribuição uniforme e 10 parcelas ripárias na Reserva Ducke,2013-01-16T04:00:00Z,2013-04-29T04:00:00Z,Leonardo Queiroz de Oliveira,"Sitio,Trilha,Parcela,Data,Ordem,Massa_g","Sitio  Local de coleta dos dados.,Trilha  Trilha onde se localizam as parcelas amostradas.,Parcela  Nome da parcela amostrada, especificada de acordo com o código adotado pelo PPBio.,Data  Data da coleta.,Ordem  Nível taxonômico referente a ordem dos insetos capturados.,Massa_g  Massa úmida, em gramas, para cada ordem de insetos. gram"
Os dados de coordenadas geográficas aqui disponibilizados são parte das informações disponíveis para as 10 parcelas terrestres instaladas no módulo do Parque Estadual Chandless.,naman,486,2,"Coordenadas geográficas e azimutes de 10 parcelas terrestres de distribuição uniforme no Parque Estadual Chandless, Acre, Brasil.",2010-07-01T04:00:00Z,2010-08-31T04:00:00Z,Marcos Silveira,"ID,Sitio,Trilha,Parcela,Segmento,Comprimento,Latitude,Longitude,Azimute,Observação","ID  Identificador na numeração dos piquetes instalados nas parcelas,Sitio  Sitio de pesquisa onde foi instalado um módulo de pesquisa padrão PPBio.,Trilha  Trilha do módulo onde foi instalado um módulo de pesquisa padrão PPBio.,Parcela  Nome das parcelas instaladas de acordo com o padrão PPBio.,Segmento  Intervalo em metros que compreendem um segmento entre piquetes meter,Comprimento  Comprimento do intervalo entre os piquetes meter,Latitude  Latitude em graus minutos segundos(gg,mmssss). Datum: WGS84 grad,Longitude  Longitude em graus minutos segundos(gg,mmssss). Datum: WGS84 grad,Azimute  Azimute (medida de abertura angular em graus) em relação ao norte magnético dos piquetes instalados nas parcelas. degree,Observação  Observações realizadas ao longo da instalação das parcelas"
Os dados de coordenadas geográficas aqui disponibilizados são parte das informações disponíveis para as 5 parcelas terrestres instaladas na linha da Fazenda Experimental Catuaba.,naman,488,3,"Coordenadas geográficas e azimutes de 5 parcelas terrestres de distribuição uniforme na Fazenda Experimental Catuaba, Acre, Brasil.",2011-10-01T04:00:00Z,2011-10-31T04:00:00Z,Marcos Silveira,"ID,Sitio,Parcela,Segmento,Comprimento,Latitude,Longitude,Azimute,Observação","ID  Identificador na numeração dos piquetes instalados nas parcelas number,Sitio  Sitio de pesquisa onde foi instalado uma linha de pesquisa padrão PPBio.,Parcela  Nome das parcelas instaladas de acordo com o padrão PPBio.,Segmento  Intervalo em metros que compreendem um segmento entre piquetes.,Comprimento  Comprimento do intervalo entre os piquetes. meter,Latitude  Latitude em graus minutos segundos(gg,mmssss). Datum: WGS84 grad,Longitude  Longitude em graus minutos segundos(gg,mmssss). Datum: WGS84 grad,Azimute  Azimute (medida de abertura angular cujo valor em graus perfaz horizontalmente um circulo a partir do norte magnético) degree,Observação  Observações realizadas acerca dos piquetes instalados."
"Dados de 26 espécies de aves, coletados no interflúvio Purus-Madeira, são aqui disponibilizados. Tais dados foram coletados como parte do mestrado de J. Menger.",naman,49,5,"Distribuição de aves no interflúvio Purus-Madeira, BR 319, M08.",2010-09-24T04:00:00Z,2010-09-27T04:00:00Z,Juliana da Silva Menger,"sitio,grade_modulo,trilha,plot_id,data,hora,especie","sitio  Identificador da localidade na qual os dados foram coletados,grade_modulo  Identificador do módulo na qual os dados foram coletados,trilha  Identificador da trilha na qual os dados foram coletados,plot_id  Identificador da parcela na qual os dados foram coletados,data  Data da amostragem,hora  Hora inicial da amostragem,especie  Nome científico da espécie"
Os dados de coordenadas geográficas aqui disponibilizados são parte das informações disponíveis para as 3 parcelas terrestres instaladas na linha instalada em Mâncio Lima na Floresta sobre areia branca,naman,491,4,"Coordenadas geográficas, azimutes e inclinação, de 3 parcelas terrestres de distribuição uniforme na Floresta sobre areia branca, Acre, Brasil",2013-12-05T04:00:00Z,2013-12-08T04:00:00Z,Marcos Silveira,"id,sitio,parcela,segmento,comprimento,latitude,longitude,azimute,inclinacao,observacao","id  Identificador na numeração dos piquetes amostrados nas parcelas,sitio  Sitio de pesquisa onde foi instalado uma linha de pesquisa padrão PPBio.,parcela  Nome das parcelas instaladas de acordo com o padrão PPBio.,segmento  Intervalo em metros que compreendem um segmento entre piquetes meter,comprimento  Comprimento do intervalo entre os piquetes meter,latitude  Latitude em graus minutos segundos(gg,mmssss). Datum: WGS84 grad,longitude  Longitude em graus minutos segundos(gg,mmssss). Datum: WGS84 grad,azimute  Azimute (medido em graus em relação ao norte magnético) do piquete atual Graus,inclinacao  Imedida dos ângulos planos correspondendo a 1/360 de uma circunferência Graus,observacao  Observações tomadas ao longo da amostragem"
Os dados de coordenadas geográficas aqui disponibilizados são parte das informações disponíveis para as 5 parcelas terrestres instaladas nlinha da Floresta Estadual do Antimary.,naman,494,3,"Coordenadas geográficas e azimutes de 5 parcelas terrestres de distribuição uniforme na Floresta Estadual do Antimary, Acre, Brasil.",2014-09-04T04:00:00Z,2014-09-07T04:00:00Z,Marcos Silveira,"ID,Sitio,Parcela,Segmento,Comprimento,Latitude,Longitude,Azimute,Observacao","ID  Identificador na numeração dos piquetes amostrados nas parcelas,Sitio  Sitio de pesquisa onde foi instalado uma linha de pesquisa padrão PPBio.,Parcela  Nome das parcelas instaladas de acordo com o padrão PPBio.,Segmento  Intervalo em metros que compreendem um segmento entre piquetes meter,Comprimento  Comprimento do intervalo entre os piquetes meter,Latitude  Latitude em graus minutos segundos(gg,mmssss). Datum: WGS84 grad,Longitude  Longitude em graus minutos segundos(gg,mmssss). Datum: WGS84 grad,Azimute  Azimute (medido em graus em relação ao norte magnético) do piquete atual Graus,Observacao  Observações realizadas ao longo da amostragem"
Os dados de coordenadas geográficas aqui disponibilizados são parte das informações disponíveis para as 10 parcelas terrestres instaladas no módulo da Reserva Florestal Humaitá.,naman,496,4,"Coordenadas geográficas e azimutes de 10 parcelas terrestres de distribuição uniforme na Reserva Florestal Humaitá, Acre, Brasil.",2013-09-16T04:00:00Z,2013-10-31T04:00:00Z,Marcos Silveira,"ID,Sitio,Trilha,Parcela,Segmento,Comprimento,Latitude,Longitude,Azimute,Observação","ID  Identificador na numeração dos piquetes instalados nas parcelas,Sitio  Sitio de pesquisa onde foi instalado um módulo de pesquisa  de acordo com o padrão PPBio.,Trilha  Nome das trilhas instaladas de acordo com o padrão PPBio.,Parcela  Nome das parcelas instaladas de acordo com o padrão PPBio.,Segmento  Intervalo em metros que compreendem um segmento entre piquetes meter,Comprimento  Comprimento do intervalo entre os piquetes meter,Latitude  Latitude em graus minutos segundos(gg,mmssss). Datum: WGS84 grad,Longitude  Longitude em graus minutos segundos(gg,mmssss). Datum: WGS84 grad,Azimute  Azimute (medida de abertura angular em graus) em relação ao norte magnético dos piquetes instalados nas parcelas. degree,Observação  Observações realizadas ao longo da instalação das parcelas"
Os dados de coordenadas geográficas aqui disponibilizados são parte das informações disponíveis para as 7 parcelas ripárias instaladas no módulo da Reserva Florestal Humaitá.,naman,499,3,"Coordenadas geográficas e azimutes de 7 parcelas ripárias no módulo de amostragem na Reserva Florestal Humaitá, Acre, Brasil.",2013-10-16T04:00:00Z,2013-10-27T04:00:00Z,Marcos Silveira,"ID,Sitio,Trilha,Parcela,Segmento,Comprimento,Latitude,Longitude,Azimute,Observação","ID  Identificador na numeração dos piquetes instalados nas parcelas,Sitio  Sitio de pesquisa onde foi instalado um módulo de pesquisa padrão PPBio.,Trilha  Trilha onde foi instalada a parcela.,Parcela  Nome da parcela ripária.,Segmento  Intervalo em metros que compreendem um segmento entre piquetes meter,Comprimento  Comprimento do intervalo entre os piquetes meter,Latitude  Latitude em graus minutos segundos(gg,mmssss). Datum: WGS84 grad,Longitude  Longitude em graus minutos segundos(gg,mmssss). Datum: WGS84 grad,Azimute  Azimute (medida de abertura angular em graus) em relação ao norte magnético dos piquetes instalados nas parcelas. degree,Observação  Observações realizadas ao longo da instalação das parcelas ripárias."
"Dados de 26 espécies de aves, coletados no interflúvio Purus-Madeira, são aqui disponibilizados. Tais dados foram coletados como parte do mestrado de J. Menger.",naman,50,5,"Distribuição de aves no interflúvio Purus-Madeira, BR 319, M09.",2010-09-16T04:00:00Z,2010-09-19T04:00:00Z,Juliana da Silva Menger,"sitio,grade_modulo,trilha,plot_id,data,hora,especie","sitio  Identificador da localidade na qual os dados foram coletados,grade_modulo  Identificador do módulo na qual os dados foram coletados,trilha  Identificador da trilha na qual os dados foram coletados,plot_id  Identificador da parcela na qual os dados foram coletados,data  Data da amostragem,hora  Hora inicial da amostragem,especie  Nome científico da espécie"
